target,gene,class,mechanism,family,group,organism
blaIMP-2_T.1,blaIMP,betalactams,Class_B_betalactamases,IMP,blaIMP-2_T,Achromobacter Acinetobacter Aeromonas Alcaligenes Brucella Citrobacter Comamonas Ectopseudomonas Enterobacter Escherichia Klebsiella Leclercia Providencia Pseudomonas Serratia Stenotrophomonas 
blaIMP-2_T.2,blaIMP,betalactams,Class_B_betalactamases,IMP,blaIMP-2_T,Achromobacter Acinetobacter Aeromonas Alcaligenes Brucella Citrobacter Comamonas Ectopseudomonas Enterobacter Escherichia Klebsiella Leclercia Providencia Pseudomonas Serratia Stenotrophomonas
blaIMP-46_NG,blaIMP-46,betalactams,Class_B_betalactamases,IMP,blaIMP-46_NG,Pseudomonas
blaIMP-5.family_T.1,blaIMP,betalactams,Class_B_betalactamases,IMP,blaIMP-5.family_T,Achromobacter Acinetobacter Aquipseudomonas Citrobacter Enterobacter Escherichia Klebsiella Providencia Pseudomonas Raoultella Serratia 
blaIMP-5.family_T.2,blaIMP,betalactams,Class_B_betalactamases,IMP,blaIMP-5.family_T,Achromobacter Acinetobacter Aquipseudomonas Citrobacter Enterobacter Escherichia Klebsiella Leclercia Providencia Pseudomonas Serratia 
blaIMP-5.family_T.3,blaIMP,betalactams,Class_B_betalactamases,IMP,blaIMP-5.family_T,Achromobacter Acinetobacter Aquipseudomonas Citrobacter Enterobacter Escherichia Klebsiella Providencia Pseudomonas Serratia Stenotrophomonas bacterium 
blaIND_T,blaIND-1/7,betalactams,Class_B_betalactamases,IND,blaIND_T,Chryseobacterium
blaIND_T.1,blaIND-1/5/7,betalactams,Class_B_betalactamases,IND,blaIND_T,Chryseobacterium
blaIND_T.2,blaIND-1/7,betalactams,Class_B_betalactamases,IND,blaIND_T,Chryseobacterium
blaIND-5_NG,blaIND-5,betalactams,Class_B_betalactamases,IND,blaIND-5_NG,Chryseobacterium
blaJOHN-1_T,blaJOHN-1,betalactams,Class_B_betalactamases,JOHN,blaJOHN-1_T,Flavobacterium
blaJOHN-1_T.1,blaJOHN-1,betalactams,Class_B_betalactamases,JOHN,blaJOHN-1_T,Flavobacterium
blaJOHN-1_T.2,blaJOHN-1,betalactams,Class_B_betalactamases,JOHN,blaJOHN-1_T,Flavobacterium
blaKHM_T,blaKHM-1,betalactams,Class_B_betalactamases,KHM,blaKHM_T,Citrobacter Enterobacter Escherichia Klebsiella
blaKHM_T.1,blaKHM-1,betalactams,Class_B_betalactamases,KHM,blaKHM_T,Cellvibrio Citrobacter Enterobacter Escherichia Klebsiella Pseudomonas 
blaKHM_T.2,blaKHM-1,betalactams,Class_B_betalactamases,KHM,blaKHM_T,Citrobacter Enterobacter Escherichia Klebsiella
blaKPC_T,blaKPC,betalactams,Class_A_betalactamases,KPC,blaKPC_T,Acinetobacter Aeromonas Citrobacter Enterobacter Enterococcus Escherichia Klebsiella Morganella Proteus Pseudomonas Raoultella Serratia Staphylococcus
blaKPC_T.1,blaKPC,betalactams,Class_A_betalactamases,KPC,blaKPC_T, Acinetobacter Aeromonas Citrobacter Enterobacter Enterococcus Escherichia Klebsiella Morganella Pseudomonas Serratia Staphylococcus
blaKPC_T.2,blaKPC,betalactams,Class_A_betalactamases,KPC,blaKPC_T,Acinetobacter Aeromonas Citrobacter Enterobacter Enterococcus Escherichia Klebsiella Morganella Pseudomonas Serratia Staphylococcus
blaKPC-107,blaKPC-107,betalactams,Class_A_betalactamases,KPC,blaKPC-107,Klebsiella
blaLCR-1_T,blaLCR-1,betalactams,Class_D_betalactamases,LCR,blaLCR-1_T,Achromobacter Aeromonas Providencia Pseudomonas 
blaLCR-1_T.1,blaLCR-1,betalactams,Class_D_betalactamases,LCR,blaLCR-1_T,Aeromonas Pseudomonas 
blaLEN-1_T.2,blaLEN,betalactams,Class_A_betalactamases,LEN,blaLEN-1_T,Klebsiella Serratia
blaLEN-1_T.3,blaLEN,betalactams,Class_A_betalactamases,LEN,blaLEN-1_T,Klebsiella 
blaLUT_T,blaLUT,betalactams,Class_A_betalactamases,LUT,blaLUT_T,Pseudomonas
blaLUT_T.1,blaLUT,betalactams,Class_A_betalactamases,LUT,blaLUT_T,Pseudomonas
blaLUT_T.2,blaLUT,betalactams,Class_A_betalactamases,LUT,blaLUT_T,Pseudomonas
blaLUT_T.3,blaLUT,betalactams,Class_A_betalactamases,LUT,blaLUT_T,Pseudomonas
blaLUT_T.4,blaLUT,betalactams,Class_A_betalactamases,LUT,blaLUT_T,Pseudomonas
blaMIR-1_T.2,blaMIR,betalactams,Class_C_betalactamases,MIR,blaMIR-1_T,Enterobacter Klebsiella 
blaMIR-6_T,blaMIR,betalactams,Class_C_betalactamases,MIR,blaMIR-6_T,Enterobacter Klebsiella 
blaMIR-6_T.1,blaMIR,betalactams,Class_C_betalactamases,MIR,blaMIR-6_T,Enterobacter Escherichia Klebsiella 
blaMIR-6_T.2,blaMIR,betalactams,Class_C_betalactamases,MIR,blaMIR-6_T,Enterobacter Escherichia Klebsiella 
blaMUS_T,blaMUS-1/2,betalactams,Class_B_betalactamases,MUS,blaMUS_T,Myroides
blaMUS_T.1,blaMUS-1/2,betalactams,Class_B_betalactamases,MUS,blaMUS_T,Myroides
blaNDM-1_T,blaNDM,betalactams,Class_B_betalactamases,NDM,blaNDM-1_T,Acinetobacter Citrobacter Enterobacter Escherichia Klebsiella Morganella Proteus Providencia Pseudomonas Salmonella Serratia Vibrio
blaNDM-1_T.1,blaNDM,betalactams,Class_B_betalactamases,NDM,blaNDM-1_T,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Morganella Proteus Providencia Pseudomonas Salmonella Serratia Vibrio
blaNDM-1_T.2,blaNDM,betalactams,Class_B_betalactamases,NDM,blaNDM-1_T,Acinetobacter Citrobacter Enterobacter Escherichia Klebsiella Morganella Providencia Pseudomonas Salmonella Serratia Vibrio
blaOCH_T,blaOCH,betalactams,Class_C_betalactamases,OCH,blaOCH_T,Brucella Ochrobactrum
blaOCH_T.1,blaOCH,betalactams,Class_C_betalactamases,OCH,blaOCH_T,Brucella Ochrobactrum
blaOCH_T.2,blaOCH,betalactams,Class_C_betalactamases,OCH,blaOCH_T,Brucella Ochrobactrum
blaOCH_T.3,blaOCH,betalactams,Class_C_betalactamases,OCH,blaOCH_T,Brucella Ochrobactrum
blaOCH_T.4,blaOCH,betalactams,Class_C_betalactamases,OCH,blaOCH_T,Brucella Ochrobactrum
blaOKP-A_T.1,blaOKP,betalactams,Class_A_betalactamases,OKP,blaOKP-A_T,Klebsiella 
blaOKP-A_T.3,blaOKP,betalactams,Class_A_betalactamases,OKP,blaOKP-A_T,Klebsiella
blaOKP-A-15_NG,blaOKP-A-15,betalactams,Class_A_betalactamases,OKP,blaOKP-A-15_NG,Klebsiella
blaOKP-C-1_NG,blaOKP-C-1,betalactams,Class_A_betalactamases,SHV,blaOKP-C-1_NG,Citrobacter Enterobacter Escherichia Klebsiella Salmonella
blaOKP-C-1_NG_1,blaOKP-C-1,betalactams,Class_A_betalactamases,LEN,blaOKP-C-1_NG,Klebsiella Serratia
blaOXA-1_T,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-1_T,Achromobacter Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Denitrificimonas Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Proteus Providencia Pseudomonas Raoultella Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio 
blaOXA-1_T.1,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-1_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Proteus Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio 
blaOXA-1_T.2,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-1_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Proteus Providencia Pseudomonas Raoultella Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio 
blaOXA-10_or_PSE-2_T,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-10_or_PSE-2_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Moellerella Morganella Mycobacterium Pasteurella Pluralibacter Proteus Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-10_or_PSE-2_T.1,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-10_or_PSE-2_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Moellerella Morganella Mycobacterium Pasteurella Pluralibacter Proteus Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-10_or_PSE-2_T.3,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-10_or_PSE-2_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Moellerella Morganella Mycobacterium Pasteurella Pluralibacter Proteus Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-134_T,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-134_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-134_T.1,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-134_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-134_T.2,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-134_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-134_T.3,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-134_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-2.family_T,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-2.family_T,Acinetobacter Aeromonas Alcaligenes Burkholderia Campylobacter Citrobacter Corynebacterium Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Phytobacter Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio bacterium 
blaOXA-23_T,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-23_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-23_T.1,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-23_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-23_T.2,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-23_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-231_T,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-231_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-231_T.1,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-231_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-231_T.2,blaOXA-143/231,betalactams,Class_D_betalactamases,OXA,blaOXA-231_T,Acinetobacter
blaOXA-231_T.3,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-231_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-231_T.4,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-231_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-24_T,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-24_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-24_T.1,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-24_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-24_T.2,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-24_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-362_NG,blaOXA-362,betalactams,Class_D_betalactamases,OXA,blaOXA-362_NG,Acinetobacter
blaOXA-363_NG,blaOXA-363,betalactams,Class_D_betalactamases,OXA,blaOXA-363_NG,Acinetobacter
blaOXA-48_T,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-48_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Proteus Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-48_T.1,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-48_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Proteus Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-50_T,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-50_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-50_T.1,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-50_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-50_T.2,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-50_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-50_T.3,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-50_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-51-like_T,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-51-like_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-51-like_T.1,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-51-like_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-51-like_T.2,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-51-like_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-55_T,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-55_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio 
blaOXA-55_T.1,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-55_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio 
blaOXA-55_T.2,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-55_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio 
blaOXA-58_T,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-58_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Proteus Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio 
blaOXA-58_T.1,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-58_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Proteus Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-58_T.2,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-58_T,Acinetobacter Aeromonas Burkholderia Campylobacter Citrobacter Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio
blaOXA-646_NG,blaOXA-646,betalactams,Class_D_betalactamases,OXA,blaOXA-646_NG,Acinetobacter
blaOXA-7_T,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-7_T,Acinetobacter Aeromonas Alcaligenes Burkholderia Campylobacter Citrobacter Ectopseudomonas Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Proteus Providencia Pseudomonas Raoultella Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio 
blaOXA-7_T.1,blaOXA,betalactams,Class_D_betalactamases,OXA,blaOXA-7_T,Acinetobacter Aeromonas Alcaligenes Burkholderia Campylobacter Citrobacter Ectopseudomonas Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Proteus Providencia Pseudomonas Raoultella Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio 
blaOXA-7_T.2,blaOXA-1168,betalactams,Class_D_betalactamases,OXA,blaOXA-7_T,Acinetobacter Aeromonas Alcaligenes Burkholderia Campylobacter Citrobacter Ectopseudomonas Elizabethkingia Enterobacter Enterococcus Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Legionella Listeria Mannheimia Morganella Mycobacterium Pasteurella Pluralibacter Proteus Providencia Pseudomonas Raoultella Salmonella Serratia Shewanella Staphylococcus Stenotrophomonas Vibrio 
blaOXA-9_T,blaOXA-9/896,betalactams,Class_D_betalactamases,OXA,blaOXA-9_T,Acinetobacter Aeromonas Alcaligenes Citrobacter Enterobacter Escherichia Klebsiella Proteus Providencia Pseudomonas Raoultella Salmonella Serratia Shigella Vibrio
blaOXA-9_T.1,blaOXA-9/896,betalactams,Class_D_betalactamases,OXA,blaOXA-9_T,Acinetobacter Aeromonas Alcaligenes Citrobacter Enterobacter Escherichia Klebsiella Proteus Providencia Pseudomonas Raoultella Salmonella Serratia Shigella Vibrio
blaOXA-962_NG,blaOXA-962,betalactams,Class_D_betalactamases,OXA,blaOXA-962_NG,Shewanella 
blaOXY-1_T,blaOXY,betalactams,Class_A_betalactamases,OXY,blaOXY-1_T,Citrobacter Escherichia Klebsiella Pseudomonas 
blaOXY-1_T.1,blaOXY,betalactams,Class_A_betalactamases,OXY,blaOXY-1_T,Citrobacter Escherichia Klebsiella Pseudomonas 
blaOXY-1_T.2,blaOXY,betalactams,Class_A_betalactamases,OXY,blaOXY-1_T,Citrobacter Escherichia Klebsiella Pseudomonas 
blaOXY-2_T,blaOXY-2,betalactams,Class_A_betalactamases,OXY,blaOXY-2_T,Escherichia Klebsiella 
blaOXY-2_T.1,blaOXY-2,betalactams,Class_A_betalactamases,OXY,blaOXY-2_T,Klebsiella 
blaOXY-2_T.2,blaOXY-2,betalactams,Class_A_betalactamases,OXY,blaOXY-2_T,Klebsiella 
blaOXY-2_T.3,blaOXY-2,betalactams,Class_A_betalactamases,OXY,blaOXY-2_T,Klebsiella Raoultella 
blaOXY-2_T.4,blaOXY-2,betalactams,Class_A_betalactamases,OXY,blaOXY-2_T,Escherichia Klebsiella Raoultella
blaPEN-I_NG,blaPEN-I,betalactams,Class_A_betalactamases,PENI,blaPEN-I_NG,Burkholderia
blaPEN-I_NG_1,blaPEN-I,betalactams,Class_A_betalactamases,PENI,blaPEN-I_NG,Burkholderia
blaPEN-J_NG,blaPEN-J,betalactams,Class_A_betalactamases,PENI,blaPEN-J_NG,Burkholderia
blaPEN-M_NG,blaPEN-M,betalactams,Class_A_betalactamases,PENI,blaPEN-M_NG,Burkholderia
blaPER-1_T,blaPER,betalactams,Class_A_betalactamases,PER,blaPER-1_T,Acinetobacter Aeromonas Klebsiella Micrococcus Proteus Providencia Pseudomonadaceae Pseudomonas Shewanella Vibrio 
blaPER-1_T.1,blaPER,betalactams,Class_A_betalactamases,PER,blaPER-1_T,Acinetobacter Klebsiella Morganella Proteus Providencia Pseudomonadaceae Pseudomonas Shewanella Vibrio 
blaPER-1_T.2,blaPER,betalactams,Class_A_betalactamases,PER,blaPER-1_T,Acinetobacter Ectopseudomonas Klebsiella Proteus Providencia Pseudomonadaceae Pseudomonas Shewanella Vibrio 
blaPER-1_T.3,blaPER,betalactams,Class_A_betalactamases,PER,blaPER-1_T,Acinetobacter Aeromonas Klebsiella Proteus Providencia Pseudomonadaceae Pseudomonas Raoultella Shewanella Vibrio 
blaPER-1_T.4,blaPER,betalactams,Class_A_betalactamases,PER,blaPER-1_T,Acinetobacter Aeromonas Klebsiella Proteus Providencia Pseudomonadaceae Pseudomonas Shewanella Stenotrophomonas Vibrio bacterium mixed 
